,text,sentiment
698,jungle book sooooo cute nothing eat drink,positive
699,dead stop express lane would happen choose take way ugh hopefully get move,neutral
700,okeefe yay twitter secret celeb crush much info,neutral
701,ah ok thank youuuuuu,positive
702,twitter fail life sometimes oh well http tinyurl com qkxh q,negative
703,phone call yet minutes pluck courage wish phone would ring,positive
704,point gear question post cant get rest dreadweave set,neutral
705,remind much omaha girl use date guess jeans calvin kleins wear,neutral
706,sherrieshepherd give link http www brentozar com twitter give twitter tip hope help,positive
707,love mini,positive
708,yeah okay ice ace bandage sit twitter lol thank,positive
709,gorgeous,positive
710,guess relax dinner movie tonight look forward day work,positive
711,laptop grow speakers watch charlie sound,neutral
712,rofl uh huh,positive
713,funny,positive
714,well look fab even say,negative
715,deadlines,neutral
716,terrible headache need relief,negative
717,two months ago become irrelevant,negative
718,finally sunny days sick go outside play,negative
719,good luck excite,positive
720,work vacation thailand get excite every day,positive
721,win home till like next month,neutral
722,finally chance show genuine love dependent selfish love hope heart go sorry ur pain,positive
723,game bad leave hi,negative
724,screw sit us,negative
725,get im another co worker get lay lot people become unemployed,negative
726,exact one think bestttt,positive
727,easties go anytime,neutral
728,googledocs folders instead label like gmail kind like label,positive
729,lemme guess run miles gym wake kid go beach record studio,neutral
730,never know dentention hard get,negative
731,pacquiao fight fun home wif fam melissa sit today mission ikea srsly different freeways ge burbank,positive
732,nail break haaaaaaaaate,negative
733,dang disappoint,negative
734,yep,neutral
735,much longer nkotb block party love need go bed wonder time lol thank,positive
736,thank mom seed larger already crack plant hope avalina dud,negative
737,anyone want buy anthropomorphic planter http tinyurl com sru available till st,neutral
738,beautiful day outside today shame stick office blind shut stop glare,neutral
739,wake sun start rain,neutral
740,creative vado stock walmart com miss thank tweet,neutral
741,hat weather,negative
742,cultural tour loiusa family kangaroo sight see cemetary lovely,positive
743,flap taco nice plebs come,negative
744,oh yippee lyn z way get celebrate mother day first time mother,positive
745,chillaxin busy bankholiday hope everbody gd wkend holiday days,positive
746,havin much better day today finish last twilight book yesterday class start next week get yall,positive
747,new motorcycle pop cable already wow ride hard,positive
748,check flyer design notary retrograde http rachellovespeace blogspot com let know think,neutral
749,thank welcome back,positive
750,want experience snow snow suck,negative
751,sore head,negative
752,office try solve mystery whose blood bathroom toilet eewwwww,neutral
753,awwww love car soooo cute tonight love carl yr old sad lol,neutral
754,bryan reply wingnuts,neutral
755,watch southpark another minutes,neutral
756,thank amy video awesome see tmh amaze bouncy bouncy bouncy,positive
757,lmao ha simply want go ny,positive
758,bore cant go habbo stupid ban,negative
759,try shoe new look,neutral
760,early wanna go back sleeep,neutral
761,think sisters refusn get ticket next week,negative
762,oh wow hope ok u take vet,neutral
763,die wait magic jack read,neutral
764,wake,neutral
765,hahaha oh man please come pomona would love see everyday instead like year,positive
766,jon make one greatest dinners ever roast pork tenderloin bed wild rice bed mix green yummy sauce wine,positive
767,nooooo rain leave beach,negative
768,shower class class take care lady friend write like tomorrow,positive
769,rockstar photographer shoot go great tonight little different usual stuff nice,positive
770,great pics try start sell race photos runners,positive
771,goodmorning twitter oh gosh wake soooo nice lol oh hai thar twitterverse happy mothersday everybody especially mine,positive
772,dulay swear take hours get bel air alabang yes love reminisce hk trip,positive
773,hubby go pick fringe comics today store work store business comix houston web,neutral
774,world amaze,positive
775,idea im completely lose,negative
776,gadgetopia need dm follow send email,neutral
777,awww hes cute wish could go,positive
778,get cable set win get lock put door win feel tad neglect fail,neutral
779,think may look little silly also camera break photo,negative
780,great talk grace awesome god work somehow start remote control work,positive
781,day beasted,negative
782,listen,neutral
783,oh u hit family emergency lil delay wait see,neutral
784,sit home nothing gonna like weekend,neutral
785,oh nevermind think thing unsalvageable,negative
786,fly brisbane lax today great flight love light shame one drink limit though,neutral
787,think go sleep consider hav b hrs,neutral
788,tell often wash hair would never speak,neutral
789,spend hours look blog topic end invent grrrr http bite ly qrz,negative
790,seem disappear life,negative
791,happy mother day mom every mom everywhere stroll beach later hopefully,positive
792,ohhh wanna go gahhh dunnooooooo confuzzzledd,neutral
793,kittykat hello new follower haha ya,positive
794,haha best thing office birthdays hey,positive
795,never know could miss phone much hours till tell win back till,negative
796,lay aww well randomly wake sleep many things mind,negative
797,already one proof nothing fair world http bite ly uemq,negative
798,go see long,neutral
799,better come time count else bam,positive
800,prd take long time review,neutral
801,u know kid say well really,positive
802,ugh wanna play dnd know go fail final need study,negative
803,hi thx follow teach chinese lessons youtube pls feel free look www youtube com chineselearn,positive
804,sad say fat tear,negative
805,thank might take offer,neutral
806,try find driver microsoft lifecam vx webcam find anywhere anyone link,negative
807,finally get lay bite major headache,negative
808,yes go see star trek sooooo much fun,positive
809,mitchel idea much want call cost load call england,neutral
810,stupid accidentally give honey atomic flavor buffalo wing stomach feel awful im sorry baby,negative
811,relax thank hope get put feet tomorrow enjoy day,positive
812,yessir right,positive
813,night,neutral
814,write music light final paper mozart eine kleine nashtmusik mom give hand actually great time,positive
815,get crush issue tomorrow friend go india whole summer im back sad,negative
816,warm,neutral
817,ada acara menarik lie key vip di channel v ttg straight yg dikasih task approach strangers crowd hmm,neutral
818,well hit see depend,neutral
819,aww thanx andy,positive
820,goodies bag car boot include cute cross stitch bird craft room man sell sweetie,positive
821,finish iron clothe church gonna walk dog grab shower shave jottonia look good,positive
822,shower time,neutral
823,coooooooool dooooooooown patience virtue,positive
824,gotta drop car part buddy press dentist http yfrog com v j,neutral
825,cant call im work,neutral
826,go courthouse pay tag tax cars gonna expensive,negative
827,tire ready bed really mood salt pepper chicken wing noodles money chinese,negative
828,usual two family party today happy birthday lily http twitpic com w,positive
829,finally yay seriously make day oh fellow hell ruler,neutral
830,goodnight magic pretty world,positive
831,doesnt hangover get ready good ol english fry,neutral
832,wait put story stereo skyline know put boooo,neutral
833,work,neutral
834,starbucks farrah,neutral
835,ginniejean lot mojo place yes,neutral
836,third date go well move fourth,neutral
837,mad tire hols miss chomp chomp terribly,negative
838,finally start assignments,neutral
839,good morning ready start week,positive
840,read good things bout feelin tonight proly finish tomorrow star trek,positive
841,glad finally finals,positive
842,watch thing comcast miss boo like crrrrrazy,negative
843,rain almost perfect day clothe wet,negative
844,yeah go days im try get back november mom super soak star weekend,neutral
